Customer_Name,CustID,Revenue,% Total,Profit
ZOE RAMIREZ,11710,97.63,0.00%,37.27
CODY TORRES,11687,97.63,0.00%,37.27
LUCAS STEWART,29341,97.62,0.00%,40.29
ANNE MUNOZ,15798,97.61,0.00%,61.66
GILBERT CAI,18256,97.61,0.00%,61.66
MOLLY SURI,17503,97.61,0.00%,61.66
RICHARD PETERSON,23091,97.61,0.00%,37.25
LARRY ALONSO,13586,97.61,0.00%,58.63
JACQUELINE WOOD,16705,97.61,0.00%,37.25
BRITTNEY LIU,15804,97.61,0.00%,61.66
ZACHARY DAVIS,16579,97.6,0.00%,58.62
LATASHA VAZQUEZ,21952,97.18,0.00%,60.48
REBECCA MITCHELL,12424,97.18,0.00%,60.48
CODY COX,12426,97.18,0.00%,60.48
HECTOR ALONSO,12134,97.1,0.00%,36.94
HAILEY HUGHES,17016,97.04,0.00%,46.99
ANGELICA DIAZ,19208,97.04,0.00%,46.99
PEDRO FERNANDEZ,14932,97.04,0.00%,46.99
ARTHUR GILL,26689,96.92,0.00%,60.67
JAMES HALL,27202,96.92,0.00%,60.67
RAFAEL NARA,17052,96.92,0.00%,39.29
KATELYN CARTER,11268,96.9,0.00%,61.22
DARREN PRASAD,12372,96.74,0.00%,60.19
MICHELE RAMOS,19574,96.74,0.00%,60.55
JUSTIN WILSON,11842,96.7,0.00%,44.31
ASHLEY ROSS,21421,96.69,0.00%,47.33
KURT GOEL,12726,96.69,0.00%,44.3
CARLY ANDERSEN,12625,96.69,0.00%,47.33
HANNAH COLEMAN,21320,96.69,0.00%,47.33
BAILEY RAMIREZ,21499,96.69,0.00%,47.33
KATHERINE WATSON,15190,96.69,0.00%,44.3
LINDSEY JAI,23971,96.69,0.00%,44.3
ORLANDO SANZ,14309,96.61,0.00%,45.81
CEDRIC SHARMA,14060,96.61,0.00%,45.81
BRIANNA JACKSON,15377,96.56,0.00%,61
ALLEN MALHOTRA,15102,96.41,0.00%,59.44
JENNY ZHOU,11702,96.27,0.00%,38.88
MORGAN ROGERS,11674,96.27,0.00%,38.88
JENNIFER STEWART,11806,96.27,0.00%,38.88
JONATHON ALONSO,15238,96.26,0.00%,61.38
DAVID ALEXANDER,15783,96.26,0.00%,61.38
MAURICE ANDERSEN,15206,96.26,0.00%,61.38
XAVIER HENDERSON,12993,96.25,0.00%,60.24
WHITNEY PEREZ,16619,96.23,0.00%,60.8
BROOKE SANDERS,11198,96.18,0.00%,59.86
RICKY CARLSON,29260,96.04,0.00%,46.37
BRYAN SANCHEZ,14936,95.94,0.00%,38.67
KARA ANDERSEN,14704,95.94,0.00%,38.67
KAITLIN PATEL,16615,95.84,0.00%,59.99
HEIDI RANA,22475,95.69,0.00%,46.71
HAILEY GRIFFIN,15277,95.5,0.00%,58.86
ANNA BROWN,16247,95.47,0.00%,57.28
RANDALL SANZ,22539,95.34,0.00%,44.02
JASON EDWARDS,21082,95.34,0.00%,44.02
EMMA WALKER,25209,95.34,0.00%,44.02
ALISON YUAN,24574,95.34,0.00%,44.02
NICHOLAS MARTINEZ,16236,95.34,0.00%,44.02
JEROME RUIZ,21549,95.34,0.00%,44.02
JANET TURNER,17130,95.34,0.00%,44.02
JOSE JENKINS,14749,95.34,0.00%,44.02
CLARENCE CHEN,15147,95.16,0.00%,59.22
EVAN GRAY,25172,95.13,0.00%,58.64
JORDAN DIAZ,24408,95.13,0.00%,58.64
CHELSEA PRASAD,15709,94.98,0.00%,59.45
JASMINE BROOKS,19252,94.97,0.00%,59.44
MASATO KAWAI,25663,94.97,0.00%,59.44
BILLY SUAREZ,17287,94.91,0.00%,35.56
JAKE HUANG,19589,94.91,0.00%,35.56
MARVIN SERRANO,17316,94.81,0.00%,56.53
VERONICA RAMAN,12359,94.8,0.00%,58.42
JOSHUA HARRIS,20280,94.59,0.00%,59.77
MARCO SARA,15641,94.46,0.00%,58.77
AMANDA STEWART,15310,94.44,0.00%,59.1
CARA HE,17631,94.34,0.00%,43.4
KAYLA JONES,18541,94.26,0.00%,59
GRACE COOPER,16012,94.26,0.00%,59
JULIA EDWARDS,16200,94.25,0.00%,60.12
VINCENT WANG,17100,94.24,0.00%,57.08
TERRENCE LAL,12369,94.23,0.00%,58.97
IVAN SAI,17300,94.22,0.00%,37.6
KELLIE GILL,17292,94.22,0.00%,37.6
RACHAEL RANA,18270,94.12,0.00%,56.45
JULIE SHARMA,18191,94.12,0.00%,56.45
WALTER SANZ,18195,94.12,0.00%,56.45
ALEXANDRIA LONG,11714,93.98,0.00%,37.45
KATHERINE MARTINEZ,11828,93.98,0.00%,37.45
DEVIN PARKER,11684,93.98,0.00%,37.45
THOMAS WALKER,13071,93.98,0.00%,58.83
MANDY GUO,17018,93.97,0.00%,37.44
MYA SIMMONS,15912,93.97,0.00%,37.44
KIMBERLY RAMIREZ,24128,93.97,0.00%,58.82
MARSHALL ASHE,28932,93.97,0.00%,37.44
OLIVIA WATSON,13860,93.85,0.00%,58.74
ALEXANDRA COX,24830,93.78,0.00%,58.36
SHELBY COOPER,24740,93.78,0.00%,58.36
BLAKE HALL,24622,93.78,0.00%,58.36
RICHARD POWELL,24826,93.78,0.00%,58.36
SETH MCDONALD,24265,93.78,0.00%,58.36
OSCAR JENKINS,24416,93.78,0.00%,58.36
JENNA PHILLIPS,24985,93.78,0.00%,58.36
RYAN COLEMAN,25153,93.78,0.00%,58.36
JERMAINE FERNANDEZ,25277,93.78,0.00%,58.36
HUNTER GONZALEZ,25201,93.78,0.00%,58.36
LAUREN MURPHY,25438,93.65,0.00%,44.88
ANDRE KAPOOR,25662,93.62,0.00%,59.16
EDUARDO THOMAS,14249,93.6,0.00%,43.93
MARY MITCHELL,13216,93.6,0.00%,43.93
DEVIN REED,14395,93.6,0.00%,43.93
JOSE LONG,14460,93.6,0.00%,43.93
ANA ROSS,12899,93.6,0.00%,43.93
SHEILA RAMOS,15076,93.6,0.00%,43.93
DESTINY COOK,14252,93.6,0.00%,43.93
MARIA PATTERSON,13330,93.6,0.00%,59.14
JESSICA THOMAS,16848,93.54,0.00%,57.64
JON SHEN,13510,93.54,0.00%,57.64
ANGEL GONZALEZ,19695,93.54,0.00%,57.64
OLIVIA SMITH,18687,93.54,0.00%,57.64
ALICIA LUO,15112,93.54,0.00%,57.64
JOSEPH ROBINSON,28141,93.54,0.00%,57.64
LAUREN PETERSON,19005,93.54,0.00%,57.64
SHELBY RIVERA,18984,93.54,0.00%,57.64
DAWN SHAN,19635,93.54,0.00%,57.64
OSCAR BENNETT,20313,93.54,0.00%,57.64
JENNA COLLINS,19858,93.54,0.00%,57.64
RICHARD KING,13549,93.54,0.00%,57.64
LISA WU,26158,93.54,0.00%,57.64
CHRISTINA PETERSON,28976,93.54,0.00%,57.64
AARON EDWARDS,19692,93.54,0.00%,57.64
AMANDA HERNANDEZ,18837,93.54,0.00%,57.64
JUDITH MURPHY,19776,93.54,0.00%,57.64
RUSSELL XU,18823,93.54,0.00%,57.64
RYAN WASHINGTON,28332,93.54,0.00%,57.64
DESTINY PRICE,18983,93.54,0.00%,57.64
PAIGE FOSTER,27428,93.54,0.00%,57.64
CHRISTIAN PATTERSON,15115,93.54,0.00%,57.64
RACHEL BAILEY,18921,93.54,0.00%,57.64
SYDNEY GONZALEZ,18915,93.54,0.00%,57.64
AARON HERNANDEZ,18770,93.54,0.00%,57.64
REBECCA ROBERTS,28000,93.54,0.00%,57.64
SETH JAMES,20272,93.54,0.00%,57.64
ROSS SERRANO,19767,93.54,0.00%,57.64
ALEXIA RUSSELL,19742,93.54,0.00%,57.64
RICHARD HERNANDEZ,20383,93.54,0.00%,57.64
JEREMIAH EDWARDS,20288,93.54,0.00%,57.64
BRYCE BELL,20025,93.54,0.00%,57.64
CARMEN MEHTA,27436,93.54,0.00%,57.64
SANDRA HE,13673,93.54,0.00%,57.64
PAIGE BAILEY,18985,93.54,0.00%,57.64
ANGEL HILL,22222,93.52,0.00%,57.62
GRACE DIAZ,21735,93.52,0.00%,57.62
RACHEL BUTLER,22122,93.52,0.00%,57.62
CALEB YANG,22269,93.52,0.00%,57.62
RACHEL MURPHY,23686,93.52,0.00%,57.62
KELLI SHAN,17843,93.49,0.00%,58.52
ISAIAH BAILEY,17751,93.49,0.00%,58.52
GEORGE SAI,23549,93.49,0.00%,58.52
JEFFERY YANG,24225,93.49,0.00%,58.52
HAROLD MARTINEZ,20604,93.49,0.00%,58.52
JORDAN PATTERSON,17238,93.49,0.00%,58.52
WAYNE XU,18014,93.49,0.00%,58.52
ALEJANDRO SHEN,15442,93.48,0.00%,58.51
ALEX MORRIS,26550,93.48,0.00%,58.51
KURT ANDERSEN,15053,93.48,0.00%,58.51
KARA KUMAR,26046,93.48,0.00%,58.51
CONNOR SCOTT,21312,93.05,0.00%,44.49
DONALD ARUN,16933,93.04,0.00%,44.48
LAWRENCE NAVARRO,27939,92.97,0.00%,36.82
REGINA MEHTA,17245,92.97,0.00%,36.82
BILLY GILL,16700,92.97,0.00%,36.82
LEVI ARUN,11074,92.84,0.00%,58.67
CHLOE GREEN,14658,92.82,0.00%,58.1
JENNY BECKER,17290,92.62,0.00%,34.13
CHRISTINA SANDERS,22310,92.62,0.00%,37.16
COLLEEN ZHU,17252,92.62,0.00%,34.13
ORLANDO GILL,21360,92.62,0.00%,37.16
JENNY SHAN,16706,92.62,0.00%,34.13
RACHEL MILLER,14384,92.62,0.00%,37.16
MONICA SUBRAM,15814,92.62,0.00%,37.16
SAMANTHA THOMAS,21690,92.62,0.00%,37.16
CASEY JAI,22560,92.62,0.00%,37.16
MARCUS SMITH,15835,92.62,0.00%,37.16
CHAD TANG,24041,92.62,0.00%,58.54
EMILY WOOD,11161,92.6,0.00%,58.52
HAILEY GREEN,20542,92.52,0.00%,35.62
KENDRA GUTIERREZ,12565,92.52,0.00%,35.62
EDWIN GOEL,23260,92.52,0.00%,35.62
NOAH COLLINS,21298,92.52,0.00%,35.62
JOAN WATSON,20532,92.52,0.00%,35.62
SUSAN LU,12357,92.51,0.00%,56.99
BILLY DIAZ,21839,92.48,0.00%,57.89
JENNIFER WILLIAMS,19457,92.48,0.00%,57.89
ABBY PEREZ,16195,92.48,0.00%,57.89
KELSEY YUAN,13034,92.42,0.00%,57.5
DIANA ROMERO,17760,92.25,0.00%,57.73
ISAAC RIVERA,11771,92.19,0.00%,57.36
JULIA BENNETT,23577,92.17,0.00%,57.34
LACEY ANDERSEN,19600,92.17,0.00%,57.34
JACK ADAMS,22191,92.17,0.00%,57.34
JOAN COLEMAN,22087,92.17,0.00%,57.34
MELISSA DIAZ,22762,92.17,0.00%,57.34
JEREMY BRYANT,23705,92.17,0.00%,57.34
LUIS CHEN,21252,92.16,0.00%,57.33
MARIA JAMES,16243,91.97,0.00%,57.57
COLLEEN ZENG,28304,91.97,0.00%,57.57
IAN GONZALES,11308,91.97,0.00%,57.57
NATHAN CLARK,12432,91.97,0.00%,57.57
JUAN MORGAN,18821,91.97,0.00%,57.57
PATRICIA SRINI,14028,91.95,0.00%,57.55
HOLLY SANCHEZ,14329,91.95,0.00%,57.55
ALEXANDRE LOBAO,18926,91.95,0.00%,57.55
CALVIN ANDERSEN,22920,91.95,0.00%,57.55
ETHAN MOORE,13151,91.95,0.00%,57.55
AMANDA FLORES,22981,91.95,0.00%,57.55
FRANKLIN CHANDE,20232,91.95,0.00%,57.55
MARIA JENKINS,12068,91.71,0.00%,41.19
THOMAS THOMPSON,21736,91.7,0.00%,44.21
DOUGLAS VANCE,16387,91.69,0.00%,44.2
XAVIER PERRY,23387,91.69,0.00%,41.17
BRUCE PEREZ,16935,91.69,0.00%,44.2
EBONY SUBRAM,26216,91.62,0.00%,36.54
MEREDITH SANCHEZ,19920,91.61,0.00%,33.5
LUKE BUTLER,24652,91.58,0.00%,57.33
SAMANTHA PERRY,24776,91.58,0.00%,57.33
IAN WHITE,11649,91.28,0.00%,35.76
BLAKE MOORE,11667,91.28,0.00%,35.76
ALAN HU,11676,91.28,0.00%,35.76
CHRISTY LU,17062,91.26,0.00%,35.74
ANNA JENKINS,17234,91.26,0.00%,35.74
KARLA CHAVEZ,16704,91.26,0.00%,35.74
CARLA ARTHUR,16710,91.26,0.00%,35.74
MAX RUBIO,19578,91.26,0.00%,35.74
MAYRA SANCHEZ,26882,91.26,0.00%,57.12
ZACHARY ZHANG,27229,91.17,0.00%,56.72
RONALD RANA,26256,91.17,0.00%,56.72
BENJAMIN SMITH,26733,91.17,0.00%,56.72
GRACE PERRY,27635,91.17,0.00%,56.72
RYAN JACKSON,26260,91.17,0.00%,56.72
BRENT GAO,26266,91.17,0.00%,56.72
MYA BARNES,27603,91.17,0.00%,56.72
CATHERINE MURPHY,16506,91.11,0.00%,56.13
MARIE SANCHEZ,22924,90.95,0.00%,35.55
FERNANDO HALL,22100,90.95,0.00%,35.55
DEVON CHANDE,12924,90.95,0.00%,35.55
COLIN CHAVEZ,16032,90.95,0.00%,56.93
SYDNEY JOHNSON,19571,90.95,0.00%,56.93
KELVIN DENG,23949,90.69,0.00%,40.55
CEDRIC TANG,28381,90.69,0.00%,40.55
FERNANDO BROWN,19001,90.6,0.00%,57.27
LOGAN COLEMAN,18686,90.6,0.00%,57.27
CARA WANG,21023,90.6,0.00%,57.27
GRACE RODRIGUEZ,23200,90.6,0.00%,57.27
PAIGE GONZALES,21702,90.59,0.00%,57.26
JILL SANDOVAL,14143,90.58,0.00%,35.33
ALVIN MA,15099,90.58,0.00%,35.33
SHELBY BROOKS,25103,90.58,0.00%,35.33
JACKSON HAYES,15779,90.47,0.00%,56.63
GINA VAZQUEZ,14829,90.47,0.00%,56.63
VICTOR RUBIO,16193,90.47,0.00%,56.63
LOGAN ADAMS,14466,90.47,0.00%,56.63
ISAIAH COLLINS,12065,90.35,0.00%,42.8
LOGAN PATTERSON,12101,90.35,0.00%,42.8
JACK GREEN,12137,90.35,0.00%,42.8
JOSHUA LEWIS,11848,90.35,0.00%,42.8
GRANT TANG,11466,90.19,0.00%,56.44
MARCUS THOMPSON,22127,89.97,0.00%,56.31
REBEKAH SURI,19373,89.97,0.00%,56.31
EDWARD MOORE,15988,89.91,0.00%,56.28
MONICA SMITH,25174,89.79,0.00%,55.86
JOAN ROSS,24687,89.66,0.00%,42.38
TRISTAN COLEMAN,15883,89.6,0.00%,32.24
ASHLEY BROWN,25165,89.31,0.00%,39.69
IAN DIAZ,11689,88.99,0.00%,34.33
KEVIN SCOTT,11648,88.99,0.00%,34.33
BLAKE PEREZ,11706,88.99,0.00%,34.33
JOEL GARCIA,11544,88.98,0.00%,34.32
ADRIAN COOK,27396,88.98,0.00%,55.7
LACEY SHARMA,29472,88.98,0.00%,55.7
BRYANT SUBRAM,24843,88.98,0.00%,55.7
SARA BROOKS,12288,88.98,0.00%,55.7
HALEY WRIGHT,26036,88.98,0.00%,55.7
RILEY BRYANT,26775,88.98,0.00%,55.7
ANGEL MURPHY,26314,88.98,0.00%,55.7
ERICK GARCIA,25317,88.98,0.00%,55.7
SHANNON VAZQUEZ,26035,88.98,0.00%,55.7
ALEXANDRA JOHNSON,27435,88.97,0.00%,55.69
JAY RUIZ,24013,88.97,0.00%,55.69
RAFAEL ZHANG,23441,88.97,0.00%,55.69
SHAWNA SIMPSON,28454,88.97,0.00%,55.69
XAVIER BENNETT,26803,88.97,0.00%,55.69
ANDREA COX,13830,88.97,0.00%,55.69
JUSTIN CHEN,26871,88.97,0.00%,55.69
ANNE RUIZ,22708,88.97,0.00%,55.69
JADE STEWART,27528,88.97,0.00%,55.69
MARTIN RIENSTRA,26732,88.97,0.00%,55.69
ROGER ZHOU,23950,88.97,0.00%,55.69
NICOLE HUGHES,27620,88.97,0.00%,55.69
JESSE NELSON,26793,88.97,0.00%,55.69
KAITLYN JACKSON,27293,88.97,0.00%,55.69
MANDY CAI,27109,88.97,0.00%,55.69
JOSE HUGHES,26175,88.97,0.00%,55.69
JON CAI,23773,88.97,0.00%,55.69
MALLORY RUBIO,11098,88.96,0.00%,34.3
ERIN RICHARDSON,16331,88.85,0.00%,55.61
STEPHANIE WASHINGTON,25957,88.52,0.00%,54.49
KATHLEEN GUTIERREZ,17786,88.52,0.00%,54.49
BRITTANY HENDERSON,26071,88.52,0.00%,54.49
JAMES WEST,15148,88.46,0.00%,55.02
EDWARD JONES,28075,88.42,0.00%,55.35
GERALD MARTIN,17284,88.33,0.00%,41.54
KATE ANDERSEN,14237,88.33,0.00%,41.54
LACEY RAJI,16341,88.25,0.00%,55.24
BRANDON WHITE,12425,88.06,0.00%,41.37
CHRISTIAN WALKER,11855,88.06,0.00%,41.37
GRACE JONES,11853,88.06,0.00%,41.37
CHLOE RICHARDSON,12115,88.06,0.00%,41.37
CHLOE ROBINSON,11715,88.06,0.00%,41.37
ISAIAH SCOTT,12051,88.06,0.00%,41.37
JESSIE CARLSON,15683,88.06,0.00%,41.37
JILLIAN LOPEZ,16982,88.05,0.00%,41.36
SAM FOSTER,16355,88.05,0.00%,41.36
ERIN BROOKS,15759,88.05,0.00%,41.36
MADISON SMITH,15963,88.05,0.00%,41.36
DANIELLE ROGERS,14511,88.05,0.00%,41.36
SAMUEL BRYANT,18975,88.05,0.00%,41.36
CLAYTON GAO,22827,88.05,0.00%,41.36
STEPHANIE COLEMAN,22264,88.05,0.00%,41.36
AMBER MITCHELL,15011,88.05,0.00%,41.36
JAKE HU,24576,88.05,0.00%,41.36
RACHEL RICHARDSON,14571,88.05,0.00%,41.36
RACHEL GRAY,15415,88.05,0.00%,41.36
BRANDON FLORES,25621,88.05,0.00%,41.36
LEONARD CHANDE,18184,88.05,0.00%,41.36
JIMMY RAMOS,16843,88.05,0.00%,41.36
ALYSSA LEE,13837,88.05,0.00%,41.36
ISABELLA ALLEN,15741,88.05,0.00%,41.36
JESUS ALVAREZ,25569,88.05,0.00%,41.36
ERIKA BLANCO,14669,87.98,0.00%,38.85
RUBEN MALHOTRA,17074,87.98,0.00%,38.85
SAMUEL JAI,16358,87.95,0.00%,55.05
MARCO VANCE,13124,87.93,0.00%,55.04
ARIANNA COX,18927,87.9,0.00%,55.58
LACEY YANG,13150,87.89,0.00%,55.57
MARGARET LIN,18306,87.77,0.00%,54.94
COREY GOEL,11594,87.63,0.00%,34.04
DIANE SERRANO,14857,87.62,0.00%,31
KARI MUNOZ,19520,87.62,0.00%,31
CAROLINE BARNES,11973,87.61,0.00%,55.4
STEPHANIE COX,12366,87.61,0.00%,55.4
ANDREW SMITH,14723,87.57,0.00%,54.81
JULIA COOPER,28622,87.52,0.00%,53.87
ALBERTO GUTIERREZ,15461,87.26,0.00%,52.71
ERIN TORRES,12182,87.25,0.00%,54.6
CASSANDRA SURI,18717,87.21,0.00%,54.59
ZOE WATSON,26515,87.17,0.00%,54.21
DERRICK ALONSO,26017,87.17,0.00%,54.21
SYDNEY MOORE,26457,87.17,0.00%,54.21
APRIL PAL,26335,87.17,0.00%,54.21
ETHAN HAYES,26498,87.17,0.00%,54.21
ANNA WOOD,26473,87.17,0.00%,54.21
IAN COLLINS,25904,87.17,0.00%,54.21
CAROLYN LOPEZ,25668,87.05,0.00%,40.74
CLAUDIA GUO,20796,87.05,0.00%,40.74
JORDYN GRIFFIN,13757,86.96,0.00%,54.43
JOSE RODRIGUEZ,12527,86.96,0.00%,54.43
JONATHAN GARCIA,18883,86.96,0.00%,54.43
CLAYTON XIE,14135,86.96,0.00%,54.43
ERICK ARUN,17802,86.95,0.00%,54.42
MICHELE VAZQUEZ,16934,86.95,0.00%,54.42
TAMARA RAJE,19946,86.95,0.00%,54.42
DESTINY MOORE,25207,86.95,0.00%,54.42
ANGELICA BUTLER,16556,86.95,0.00%,54.42
MARISSA FOSTER,17486,86.7,0.00%,41.08
OSARUMWENSE AGBONILE,18083,86.7,0.00%,41.08
RACHEL PRICE,25328,86.7,0.00%,41.08
ZACHARY WANG,22144,86.7,0.00%,41.08
MEREDITH MORENO,22285,86.7,0.00%,41.08
RUTH MALHOTRA,16321,86.7,0.00%,41.08
STACY GUTIERREZ,21853,86.7,0.00%,41.08
DERRICK TORRES,14691,86.7,0.00%,41.08
MANDY ZHENG,24721,86.7,0.00%,41.08
SHEILA TORRES,13683,86.7,0.00%,41.08
GABRIEL EVANS,23487,86.7,0.00%,41.08
JULIAN JENKINS,16099,86.7,0.00%,41.08
NICOLE FOSTER,23494,86.7,0.00%,41.08
KELVIN NARA,15672,86.7,0.00%,41.08
DONALD SUBRAM,27184,86.7,0.00%,41.08
EMMA HENDERSON,16018,86.7,0.00%,41.08
LOGAN MOORE,26348,86.7,0.00%,41.08
XAVIER WILLIAMS,16013,86.7,0.00%,41.08
JESSE RAMIREZ,15487,86.7,0.00%,41.08
JOANNA GUTIERREZ,15894,86.7,0.00%,41.08
ANNA JONES,29045,86.7,0.00%,41.08
ASHLEY MARTINEZ,11166,86.61,0.00%,54.78
TAMMY GARCIA,12293,86.41,0.00%,30.24
BRANDI ALONSO,17061,86.27,0.00%,32.62
HAILEY HERNANDEZ,18727,86.27,0.00%,32.62
HAROLD CHANDRA,17236,86.27,0.00%,32.62
TAYLOR MILLER,18720,86.27,0.00%,32.62
JORGE HUANG,17291,86.27,0.00%,32.62
KELLIE DOMINGUEZ,17244,86.27,0.00%,32.62
SHANE FERNANDEZ,13127,86.26,0.00%,53.99
MARCO KAPOOR,19512,86.26,0.00%,53.99
BETH NAVARRO,13534,86.24,0.00%,53.97
THOMAS WILLIAMS,29246,86.17,0.00%,53.59
WYATT HENDERSON,16697,86.14,0.00%,53.01
JEREMIAH LEWIS,14371,85.91,0.00%,54.33
TABITHA RANA,16601,85.91,0.00%,51.3
FREDERICK PRASAD,17810,85.89,0.00%,49.38
WALTER TORRES,26784,85.7,0.00%,40.46
AMY ZHAO,26416,85.7,0.00%,40.46
MAYRA SAI,20897,85.7,0.00%,40.46
LISA XU,24215,85.7,0.00%,40.46
SYDNEY KING,29133,85.7,0.00%,40.46
BARRY RODRIGUEZ,12554,85.7,0.00%,37.43
YOLANDA KUMAR,18194,85.61,0.00%,51.12
RUBEN RUBIO,18871,85.61,0.00%,54.15
CHRISTOPHER LEWIS,18755,85.61,0.00%,54.15
STACY RAMOS,18261,85.61,0.00%,51.12
LINDSEY SHAN,17852,85.6,0.00%,54.14
GAVIN HUGHES,26044,85.6,0.00%,54.14
MICHELE NARA,22842,85.52,0.00%,52.62
BRAD LAL,16117,85.51,0.00%,52.61
JAMES CARTER,14257,85.48,0.00%,53.51
FRANKLIN PAL,14841,85.48,0.00%,53.51
MARIE MARTIN,14151,85.48,0.00%,53.51
TONY SHE,14269,85.48,0.00%,53.51
KENNETH RAI,13207,85.48,0.00%,53.51
ANDREW JACKSON,20479,85.48,0.00%,53.51
BLAKE MILLER,14844,85.48,0.00%,53.51
SAMANTHA PATTERSON,14360,85.48,0.00%,53.51
JACK HAYES,13991,85.48,0.00%,53.51
MELISSA BRYANT,13218,85.48,0.00%,53.51
JACK ROBERTS,14736,85.48,0.00%,53.51
TYLER CLARK,12908,85.48,0.00%,53.51
JACQUELINE REED,14002,85.48,0.00%,53.51
ROBERTO SUAREZ,18128,85.48,0.00%,53.51
NATHANIEL MORRIS,13928,85.48,0.00%,53.51
ALFREDO RUIZ,21975,85.48,0.00%,53.51
JENNIFER LEWIS,14090,85.48,0.00%,53.51
AARON SIMMONS,13891,85.48,0.00%,53.51
ELIZABETH PATTERSON,13322,85.48,0.00%,53.51
DEREK BECK,17322,85.48,0.00%,53.51
MARCUS WATSON,22715,85.48,0.00%,53.51
DWAYNE MORENO,23103,85.48,0.00%,53.51
SETH GRAY,20087,85.48,0.00%,53.51
ERIC WANG,14409,85.48,0.00%,53.51
MELISSA BUTLER,14352,85.48,0.00%,53.51
NINA NATH,13162,85.48,0.00%,53.51
VICTORIA WARE,13937,85.48,0.00%,53.51
EMMA SIMMONS,13940,85.48,0.00%,53.51
JULIAN PATTERSON,11840,85.36,0.00%,39.68
ROHINTON WADIA,11822,85.36,0.00%,39.68
MADELINE COLLINS,12057,85.36,0.00%,39.68
LAUREN WILSON,14887,85.03,0.00%,39.47
EMMANUEL RAMAN,19554,85.03,0.00%,39.47
CASSIDY HUGHES,13294,85.03,0.00%,39.47
AUSTIN WANG,14632,84.97,0.00%,53.18
NATALIE BAILEY,16334,84.92,0.00%,53.16
TERRY SHARMA,14000,84.92,0.00%,53.16
GRACE WOOD,14241,84.92,0.00%,53.16
WAYNE RAI,12489,84.9,0.00%,51.8
JAIME NARA,13262,84.9,0.00%,48.77
AUSTIN DIAZ,12550,84.83,0.00%,39.35
ALVIN HUANG,12491,84.66,0.00%,39.25
ROBERT YANG,24298,84.66,0.00%,39.25
LAUREN JACKSON,24767,84.66,0.00%,39.25
KATIE RAJE,14178,84.66,0.00%,39.25
DYLAN SHARMA,19066,84.61,0.00%,29.12
SAMUEL PATTERSON,13386,84.61,0.00%,29.12
AUDREY HERNANDEZ,18290,84.61,0.00%,29.12
RAFAEL JAI,17323,84.61,0.00%,29.12
DONNA BECK,18247,84.61,0.00%,29.12
CINDY MADAN,12259,84.48,0.00%,36.66
CALVIN NARA,11367,84.34,0.00%,39.04
SHANNON SUAREZ,12633,84.34,0.00%,39.04
MIGUEL WRIGHT,25811,84.16,0.00%,52.33
MARISSA POWELL,27677,84.12,0.00%,28.81
BRANDY PATEL,22314,84.12,0.00%,28.81
KRISTI ALVAREZ,12303,84.12,0.00%,28.81
SAMUEL POWELL,28048,84.12,0.00%,28.81
EDWARD HENDERSON,27747,84.02,0.00%,51.68
JORGE MA,14052,83.99,0.00%,36.35
TAMARA HUANG,14053,83.99,0.00%,36.35
MANUEL SANCHEZ,15126,83.99,0.00%,36.35
AUTUMN GUO,14213,83.99,0.00%,36.35
SHAWN RAJE,17054,83.98,0.00%,31.19
JOSHUA JACKSON,17235,83.98,0.00%,31.19
TINA GARCIA,17231,83.98,0.00%,31.19
DESTINY LEE,17058,83.98,0.00%,31.19
MIRANDA FLORES,17243,83.98,0.00%,31.19
LANCE SUAREZ,17230,83.98,0.00%,31.19
DAWN ZHENG,19579,83.98,0.00%,31.19
BRENT ZHU,16508,83.97,0.00%,52.56
BRITTANY BUTLER,28641,83.97,0.00%,52.56
SERGIO MADAN,16423,83.97,0.00%,52.56
LOUIS SUN,16182,83.97,0.00%,52.56
BONNIE PAL,12708,83.97,0.00%,52.56
TERESA ALONSO,13138,83.97,0.00%,52.56
CHRISTY LI,16539,83.97,0.00%,31.18
JOHNATHAN MALHOTRA,17723,83.94,0.00%,52.53
LUKE LONG,11293,83.87,0.00%,53.06
BRANDI ORTEGA,14870,83.68,0.00%,36.16
ANDREA WRIGHT,15479,83.68,0.00%,36.16
TIFFANY HE,15930,83.62,0.00%,49.87
GRACE CLARK,12098,83.62,0.00%,49.87
PRISCILLA XU,12751,83.62,0.00%,49.87
EDWARD WILLIAMS,14274,83.62,0.00%,52.9
REBEKAH PRASAD,15919,83.62,0.00%,49.87
KEVIN NELSON,14765,83.62,0.00%,52.9
ISABELLA JACKSON,22038,83.6,0.00%,52.88
AMANDA PRICE,17492,83.53,0.00%,51.37
IAN JOHNSON,21732,83.47,0.00%,52.24
COLIN ZHU,19973,83.44,0.00%,52.23
EVAN JAMES,11119,83.3,0.00%,38.39
WYATT POWELL,12066,83.07,0.00%,38.25
JORDAN COLEMAN,11858,83.07,0.00%,38.25
XAVIER MARTINEZ,12063,83.07,0.00%,38.25
SAVANNAH REED,11846,83.07,0.00%,38.25
FERNANDO TAYLOR,12135,83.07,0.00%,38.25
JADA MITCHELL,11851,83.07,0.00%,38.25
LUKE ROSS,12070,83.07,0.00%,38.25
TRISTAN HENDERSON,12224,83.06,0.00%,38.24
JOE HERNANDEZ,15154,83.06,0.00%,38.24
EDUARDO POWELL,22108,83.05,0.00%,38.23
